Plant,DateTime,LightIntensity,Temperature,WaterLevel,Humidity,WindSpeed,HeightGrowth
Domates,2024-07-22 00:00:00,6629.78,19.71,7.5,55.67,7.54,2.27
Biber,2024-07-22 00:00:00,4736.07,24.29,6.77,53.75,0.81,2.04
Nane,2024-07-22 00:00:00,3376.05,16.7,5.16,65.72,6.29,1.36
Domates,2024-07-22 06:00:00,7530.62,20.97,7.67,60.92,1.23,1.83
Biber,2024-07-22 06:00:00,5786.24,27.67,6.42,43.01,5.12,1.55
Nane,2024-07-22 06:00:00,4583.56,20.02,5.24,62.05,0.7,0.52
Domates,2024-07-22 12:00:00,5583.25,18.83,5.79,52.23,12.31,1.94
Biber,2024-07-22 12:00:00,5850.04,22.52,6.92,40.19,4.71,0.86
Nane,2024-07-22 12:00:00,3536.86,23.62,4.47,79.95,4.1,1.13
Domates,2024-07-22 18:00:00,7686.89,20.21,5.73,50.0,8.72,1.11
Biber,2024-07-22 18:00:00,4630.75,29.2,7.3,43.13,7.41,2.15
Nane,2024-07-22 18:00:00,3387.8,23.95,3.91,60.23,3.23,0.8
Domates,2024-07-23 00:00:00,5047.6,22.92,5.87,55.22,6.45,2.79
Biber,2024-07-23 00:00:00,5522.72,20.07,8.0,46.29,7.16,1.52
Nane,2024-07-23 00:00:00,4064.75,22.42,4.82,73.16,6.75,1.41
Domates,2024-07-23 06:00:00,7066.09,24.55,5.7,69.17,6.26,1.76
Biber,2024-07-23 06:00:00,4003.91,20.51,6.09,58.98,2.36,1.92
Nane,2024-07-23 06:00:00,3911.17,24.07,5.25,69.81,5.12,0.65
Domates,2024-07-23 12:00:00,6372.49,18.75,6.59,63.31,7.13,2.1
Biber,2024-07-23 12:00:00,5379.31,20.84,7.28,52.85,0.74,1.23
Nane,2024-07-23 12:00:00,5109.03,21.4,4.66,64.99,4.55,1.05
Domates,2024-07-23 18:00:00,6071.18,24.58,7.92,56.95,0.55,2.6
Biber,2024-07-23 18:00:00,4135.62,23.2,7.23,45.26,2.38,2.14
Nane,2024-07-23 18:00:00,4507.59,24.77,5.84,67.79,0.58,0.65
Domates,2024-07-24 00:00:00,7383.19,27.04,7.75,57.98,7.81,1.24
Biber,2024-07-24 00:00:00,5546.03,29.5,7.75,54.1,6.79,1.41
Nane,2024-07-24 00:00:00,3059.73,17.09,4.58,73.77,2.53,1.13
Domates,2024-07-24 06:00:00,6695.16,23.69,5.22,59.13,4.09,2.61
Biber,2024-07-24 06:00:00,4718.62,27.72,8.72,55.9,5.6,2.42
Nane,2024-07-24 06:00:00,4490.96,21.38,3.79,61.95,1.29,1.13
Domates,2024-07-24 12:00:00,5688.66,19.74,5.3,67.36,3.25,2.1
Biber,2024-07-24 12:00:00,5201.31,23.37,6.06,57.62,5.52,1.7
Nane,2024-07-24 12:00:00,5235.31,18.54,3.3,73.25,7.35,0.56
Domates,2024-07-24 18:00:00,7643.56,23.24,6.9,68.72,1.99,2.22
Biber,2024-07-24 18:00:00,6121.72,21.12,6.9,55.7,3.84,2.48
Nane,2024-07-24 18:00:00,3985.6,17.46,4.19,75.08,6.7,0.79
Domates,2024-07-25 00:00:00,6421.88,22.5,7.1,55.4,1.98,1.15
Biber,2024-07-25 00:00:00,5497.0,23.43,6.66,58.23,1.48,2.25
Nane,2024-07-25 00:00:00,3465.28,22.42,3.04,73.49,1.41,1.37
Domates,2024-07-25 06:00:00,7956.93,26.74,7.54,60.5,0.42,2.95
Biber,2024-07-25 06:00:00,6353.81,23.36,7.81,51.92,4.57,1.57
Nane,2024-07-25 06:00:00,4844.7,24.85,5.57,66.29,2.82,0.96
Domates,2024-07-25 12:00:00,7597.24,26.39,5.36,61.53,13.5,2.18
Biber,2024-07-25 12:00:00,5596.81,27.69,7.06,58.14,6.96,1.39
Nane,2024-07-25 12:00:00,3126.44,20.82,5.81,66.58,6.56,1.04
Domates,2024-07-25 18:00:00,6199.0,23.32,7.01,64.02,1.01,1.63
Biber,2024-07-25 18:00:00,4588.27,25.98,8.82,49.83,6.06,1.17
Nane,2024-07-25 18:00:00,4646.36,18.18,4.41,68.24,5.42,0.56
Domates,2024-07-26 00:00:00,6207.73,24.63,7.27,60.94,9.88,2.85
Biber,2024-07-26 00:00:00,5369.54,21.0,6.31,41.39,8.26,0.94
Nane,2024-07-26 00:00:00,4736.98,24.12,5.2,65.48,3.27,0.8
Domates,2024-07-26 06:00:00,7824.04,25.61,5.2,69.22,9.23,2.17
Biber,2024-07-26 06:00:00,4152.86,28.27,8.73,59.79,3.46,1.57
Nane,2024-07-26 06:00:00,4833.91,21.18,4.7,72.46,6.93,1.0
Domates,2024-07-26 12:00:00,6756.56,23.38,7.59,68.53,11.11,2.87
Biber,2024-07-26 12:00:00,6083.26,25.17,8.01,44.01,0.06,2.06
Nane,2024-07-26 12:00:00,5353.49,21.28,3.44,72.7,2.9,0.69
Domates,2024-07-26 18:00:00,5749.52,25.82,6.04,59.38,6.54,2.23
Biber,2024-07-26 18:00:00,6387.56,29.94,7.94,57.13,5.6,1.22
Nane,2024-07-26 18:00:00,4875.81,24.15,5.05,69.2,1.96,1.44
Domates,2024-07-27 00:00:00,7328.93,21.4,5.67,65.05,5.57,2.92
Biber,2024-07-27 00:00:00,5057.75,22.04,8.2,58.99,5.88,2.32
Nane,2024-07-27 00:00:00,4117.98,15.04,4.25,60.6,3.45,0.69
Domates,2024-07-27 06:00:00,6076.77,22.68,7.63,55.09,1.4,1.42
Biber,2024-07-27 06:00:00,6175.51,29.03,6.97,59.47,2.63,1.78
Nane,2024-07-27 06:00:00,3824.02,17.36,4.95,78.14,5.67,1.16
Domates,2024-07-27 12:00:00,6816.91,23.07,7.09,53.46,10.24,2.41
Biber,2024-07-27 12:00:00,6261.59,24.99,8.98,43.44,8.53,1.42
Nane,2024-07-27 12:00:00,5085.42,24.68,5.78,64.46,2.84,0.84
Domates,2024-07-27 18:00:00,7226.92,27.89,6.96,65.08,7.09,2.93
Biber,2024-07-27 18:00:00,6084.25,21.68,6.62,48.26,8.06,1.98
Nane,2024-07-27 18:00:00,4737.3,15.96,4.57,78.44,4.35,0.51
Domates,2024-07-28 00:00:00,7804.19,19.04,6.48,66.59,10.48,1.6
Biber,2024-07-28 00:00:00,4462.38,24.32,8.04,50.71,2.24,1.88
Nane,2024-07-28 00:00:00,4507.05,22.51,5.82,66.91,1.69,1.11
Domates,2024-07-28 06:00:00,7340.63,27.15,7.07,52.61,4.47,1.83
Biber,2024-07-28 06:00:00,4410.03,26.12,7.18,47.19,2.3,1.6
Nane,2024-07-28 06:00:00,3394.66,17.8,5.23,77.89,2.55,1.19
Domates,2024-07-28 12:00:00,7604.19,25.49,5.4,64.0,8.5,2.89
Biber,2024-07-28 12:00:00,5023.88,22.05,7.81,52.81,8.0,1.35
Nane,2024-07-28 12:00:00,3519.24,17.76,4.83,79.05,0.14,1.33
Domates,2024-07-28 18:00:00,5432.67,23.02,5.42,51.21,10.45,2.54
Biber,2024-07-28 18:00:00,6780.15,24.96,6.52,43.3,7.4,1.01
Nane,2024-07-28 18:00:00,5525.31,19.42,5.62,64.28,3.75,1.02
Domates,2024-07-29 00:00:00,6619.1,22.37,5.7,61.59,5.13,2.39
Biber,2024-07-29 00:00:00,6724.89,25.84,6.52,56.33,7.18,2.35
Nane,2024-07-29 00:00:00,3434.17,20.62,3.09,61.41,3.24,1.42
Domates,2024-07-29 06:00:00,5501.14,25.07,5.05,63.42,13.45,2.08
Biber,2024-07-29 06:00:00,4479.12,22.49,7.06,54.34,4.69,2.12
Nane,2024-07-29 06:00:00,5694.74,20.67,5.7,64.76,7.16,0.74
Domates,2024-07-29 12:00:00,6535.21,26.52,7.55,62.86,13.16,1.13
Biber,2024-07-29 12:00:00,5624.85,22.99,6.35,50.75,0.11,2.25
Nane,2024-07-29 12:00:00,4865.19,15.87,3.14,66.74,7.02,0.67
Domates,2024-07-29 18:00:00,6498.58,20.01,6.61,56.69,11.16,2.27
Biber,2024-07-29 18:00:00,5304.7,24.78,8.15,47.54,3.69,2.48
Nane,2024-07-29 18:00:00,4589.07,15.09,4.35,63.29,5.09,0.54
Domates,2024-07-30 00:00:00,6690.78,21.52,5.67,64.81,8.09,2.96
Biber,2024-07-30 00:00:00,6818.97,21.58,7.8,56.8,9.45,1.1
Nane,2024-07-30 00:00:00,3107.08,21.05,5.54,72.11,7.88,0.66
Domates,2024-07-30 06:00:00,5492.05,21.38,7.86,59.05,12.43,2.19
Biber,2024-07-30 06:00:00,6430.14,22.6,8.49,49.83,7.75,1.35
Nane,2024-07-30 06:00:00,3478.17,15.15,3.5,61.9,3.72,1.24
Domates,2024-07-30 12:00:00,7639.61,21.73,7.89,61.14,4.7,1.24
Biber,2024-07-30 12:00:00,5382.74,24.3,6.14,53.56,7.36,1.29
Nane,2024-07-30 12:00:00,4608.91,15.98,3.23,70.09,3.35,1.2
Domates,2024-07-30 18:00:00,7278.59,20.58,6.35,68.67,10.55,1.07
Biber,2024-07-30 18:00:00,5695.3,26.62,6.24,44.24,4.87,1.91
Nane,2024-07-30 18:00:00,5995.47,18.71,3.12,66.34,1.15,0.55
Domates,2024-07-31 00:00:00,5483.16,19.96,7.38,60.41,7.27,2.07
Biber,2024-07-31 00:00:00,4852.94,24.96,8.57,40.41,7.32,0.91
Nane,2024-07-31 00:00:00,4536.29,22.61,4.31,69.5,4.45,1.27
Domates,2024-07-31 06:00:00,7092.24,19.88,7.89,68.5,10.06,1.12
Biber,2024-07-31 06:00:00,4715.94,25.25,6.92,44.41,1.88,1.1
Nane,2024-07-31 06:00:00,3077.14,16.95,4.06,75.59,6.43,1.34
Domates,2024-07-31 12:00:00,7437.66,22.69,7.1,57.31,10.91,2.35
Biber,2024-07-31 12:00:00,4232.21,24.53,8.3,45.3,4.76,1.82
Nane,2024-07-31 12:00:00,3388.15,17.49,3.08,71.0,5.68,0.7
Domates,2024-07-31 18:00:00,7393.6,25.82,6.82,66.67,2.37,1.34
Biber,2024-07-31 18:00:00,6527.2,29.53,7.62,55.52,1.71,1.48
Nane,2024-07-31 18:00:00,4631.22,16.06,3.31,64.18,1.08,1.32
Domates,2024-08-01 00:00:00,6381.88,27.15,7.72,53.07,8.24,2.44
Biber,2024-08-01 00:00:00,6599.48,27.97,6.57,45.35,9.87,0.91
Nane,2024-08-01 00:00:00,4921.74,16.56,3.5,71.73,4.66,0.54
Domates,2024-08-01 06:00:00,5734.11,21.61,5.7,59.19,0.62,2.55
Biber,2024-08-01 06:00:00,6988.11,23.48,8.61,58.19,3.22,0.95
Nane,2024-08-01 06:00:00,5152.07,17.49,4.78,71.24,3.77,1.1
Domates,2024-08-01 12:00:00,5197.03,23.36,7.84,53.62,1.33,1.25
Biber,2024-08-01 12:00:00,4344.02,27.7,7.88,40.53,7.08,0.88
Nane,2024-08-01 12:00:00,5724.15,20.76,4.68,72.44,4.33,0.93
Domates,2024-08-01 18:00:00,7866.02,22.71,5.24,59.65,8.06,1.96
Biber,2024-08-01 18:00:00,4273.0,28.68,7.87,58.73,6.77,1.71
Nane,2024-08-01 18:00:00,4573.88,15.5,5.75,74.85,0.71,1.27
Domates,2024-08-02 00:00:00,6171.44,26.95,5.93,50.84,5.89,1.8
Biber,2024-08-02 00:00:00,6363.44,21.27,8.95,40.79,1.38,1.18
Nane,2024-08-02 00:00:00,3369.8,19.34,5.29,73.92,1.88,0.67
Domates,2024-08-02 06:00:00,5264.35,24.19,7.48,67.5,1.74,2.21
Biber,2024-08-02 06:00:00,4308.37,20.31,6.4,54.97,9.68,1.38
Nane,2024-08-02 06:00:00,5348.25,22.73,4.11,63.17,7.02,0.94
Domates,2024-08-02 12:00:00,6433.07,19.93,6.73,54.38,12.42,1.36
Biber,2024-08-02 12:00:00,6713.25,20.99,6.52,45.28,8.64,1.48
Nane,2024-08-02 12:00:00,4353.89,19.32,4.1,73.06,1.14,1.22
Domates,2024-08-02 18:00:00,6822.9,27.22,5.17,62.0,2.11,1.09
Biber,2024-08-02 18:00:00,5786.64,20.33,8.76,51.16,3.16,1.0
Nane,2024-08-02 18:00:00,5127.43,16.33,3.14,66.49,3.78,0.61
Domates,2024-08-03 00:00:00,7790.63,22.63,6.03,64.91,3.11,1.92
Biber,2024-08-03 00:00:00,4486.86,27.63,6.21,43.26,9.62,0.99
Nane,2024-08-03 00:00:00,3791.9,23.37,4.41,65.07,3.14,0.91
Domates,2024-08-03 06:00:00,7542.71,25.71,5.32,53.95,13.43,2.55
Biber,2024-08-03 06:00:00,5084.87,22.45,8.31,40.81,3.3,2.48
Nane,2024-08-03 06:00:00,5773.93,19.02,4.49,63.22,4.83,1.02
Domates,2024-08-03 12:00:00,5410.46,25.92,5.69,54.14,5.16,2.78
Biber,2024-08-03 12:00:00,6918.65,23.27,7.1,45.24,6.1,2.21
Nane,2024-08-03 12:00:00,5669.49,18.1,4.45,75.03,5.1,0.89
Domates,2024-08-03 18:00:00,5530.94,20.31,5.54,59.63,0.8,2.9
Biber,2024-08-03 18:00:00,5087.44,24.99,8.96,48.47,7.41,1.87
Nane,2024-08-03 18:00:00,3566.02,17.85,3.95,79.78,0.49,1.49
Domates,2024-08-04 00:00:00,5332.4,26.24,6.03,56.05,14.49,1.68
Biber,2024-08-04 00:00:00,5104.12,23.21,7.06,53.48,9.0,1.29
Nane,2024-08-04 00:00:00,5983.1,16.77,4.1,74.81,0.03,0.9
Domates,2024-08-04 06:00:00,5287.78,20.13,7.31,54.57,7.53,2.48
Biber,2024-08-04 06:00:00,6991.03,20.86,6.65,51.72,9.39,1.86
Nane,2024-08-04 06:00:00,3766.45,22.34,4.31,70.44,2.5,1.04
Domates,2024-08-04 12:00:00,6939.51,25.31,6.74,69.69,6.49,2.54
Biber,2024-08-04 12:00:00,4800.43,22.16,7.57,52.0,1.12,2.5
Nane,2024-08-04 12:00:00,5965.51,21.75,5.46,71.39,4.53,0.68
Domates,2024-08-04 18:00:00,6031.96,21.21,6.67,56.12,6.84,2.5
Biber,2024-08-04 18:00:00,6384.65,23.13,7.02,42.03,2.55,2.42
Nane,2024-08-04 18:00:00,4803.72,15.95,3.57,60.14,7.26,1.45
Domates,2024-08-05 00:00:00,5167.92,22.1,7.86,66.6,0.76,2.83
Biber,2024-08-05 00:00:00,4451.26,25.83,7.53,50.07,8.25,1.94
Nane,2024-08-05 00:00:00,5580.23,16.05,3.37,75.75,1.51,0.85
Domates,2024-08-05 06:00:00,6586.72,22.46,6.09,69.89,0.15,2.49
Biber,2024-08-05 06:00:00,4606.09,24.8,7.54,55.5,4.92,1.08
Nane,2024-08-05 06:00:00,3398.01,16.33,4.29,73.2,7.55,1.48
Domates,2024-08-05 12:00:00,7980.64,26.86,7.51,56.8,5.43,2.91
Biber,2024-08-05 12:00:00,4905.11,24.12,8.9,41.42,5.07,0.87
Nane,2024-08-05 12:00:00,5558.41,15.17,3.47,79.6,4.42,1.07
Domates,2024-08-05 18:00:00,6186.35,19.57,7.43,62.32,12.01,1.22
Biber,2024-08-05 18:00:00,6719.6,23.75,8.28,44.69,5.93,1.96
Nane,2024-08-05 18:00:00,5371.71,24.88,3.22,77.94,7.26,0.82
Domates,2024-08-06 00:00:00,5386.58,25.85,7.95,50.23,1.01,1.44
Biber,2024-08-06 00:00:00,6920.67,20.58,7.83,44.75,9.26,1.5
Nane,2024-08-06 00:00:00,5480.78,25.0,5.01,74.24,5.37,1.24
Domates,2024-08-06 06:00:00,7369.46,21.42,7.84,67.0,10.92,2.14
Biber,2024-08-06 06:00:00,4904.43,26.66,8.57,56.41,5.52,2.15
Nane,2024-08-06 06:00:00,4064.63,19.68,4.13,76.51,0.07,0.81
Domates,2024-08-06 12:00:00,5213.58,23.11,7.15,69.86,9.51,2.05
Biber,2024-08-06 12:00:00,5525.96,24.23,6.91,41.36,8.52,2.13
Nane,2024-08-06 12:00:00,3407.52,23.91,5.27,71.64,5.72,0.8
Domates,2024-08-06 18:00:00,5784.46,22.8,6.19,51.32,8.78,2.09
Biber,2024-08-06 18:00:00,6658.17,22.48,6.38,57.22,1.27,0.97
Nane,2024-08-06 18:00:00,3974.33,16.11,5.05,65.44,0.69,1.26
Domates,2024-08-07 00:00:00,7818.76,19.08,5.24,63.53,7.32,2.38
Biber,2024-08-07 00:00:00,4786.72,23.29,7.8,56.88,2.1,1.01
Nane,2024-08-07 00:00:00,4201.92,22.94,5.51,64.85,5.21,0.95
Domates,2024-08-07 06:00:00,5085.53,23.83,6.33,61.3,12.49,1.26
Biber,2024-08-07 06:00:00,4988.62,24.22,7.85,57.77,7.15,1.11
Nane,2024-08-07 06:00:00,4318.5,20.18,4.38,79.59,7.28,1.5
Domates,2024-08-07 12:00:00,5498.33,21.85,6.21,62.65,0.28,2.07
Biber,2024-08-07 12:00:00,6706.72,29.77,7.82,42.34,7.72,2.25
Nane,2024-08-07 12:00:00,4031.52,16.3,5.01,77.74,2.78,1.32
Domates,2024-08-07 18:00:00,5295.93,23.37,5.52,52.76,13.27,2.87
Biber,2024-08-07 18:00:00,4054.0,21.85,8.17,53.11,1.81,1.53
Nane,2024-08-07 18:00:00,5383.09,21.18,5.47,66.56,5.14,1.29
Domates,2024-08-08 00:00:00,7001.01,19.86,6.0,61.99,12.22,2.28
Biber,2024-08-08 00:00:00,5476.88,27.25,7.39,47.7,7.47,1.3
Nane,2024-08-08 00:00:00,3042.37,16.42,3.77,62.89,3.99,1.04
Domates,2024-08-08 06:00:00,5301.44,26.49,5.93,59.12,12.19,1.87
Biber,2024-08-08 06:00:00,6377.13,20.64,6.01,55.26,1.66,2.07
Nane,2024-08-08 06:00:00,4315.35,23.66,4.21,68.35,4.7,1.2
Domates,2024-08-08 12:00:00,6194.68,23.61,7.11,53.22,11.55,2.68
Biber,2024-08-08 12:00:00,5386.37,21.77,8.62,43.41,6.86,0.87
Nane,2024-08-08 12:00:00,4508.36,24.95,5.32,71.13,4.03,1.49
Domates,2024-08-08 18:00:00,7658.35,18.34,6.62,56.48,9.38,1.07
Biber,2024-08-08 18:00:00,6237.39,23.92,6.07,40.8,8.25,2.41
Nane,2024-08-08 18:00:00,4859.01,21.95,3.7,78.36,2.83,1.05
Domates,2024-08-09 00:00:00,7575.26,27.79,5.53,50.6,3.93,1.0
Biber,2024-08-09 00:00:00,4590.89,29.68,6.44,42.35,0.69,1.8
Nane,2024-08-09 00:00:00,3408.23,15.74,5.05,73.19,0.28,0.62
Domates,2024-08-09 06:00:00,5451.82,24.64,5.79,61.29,8.61,1.14
Biber,2024-08-09 06:00:00,6083.98,28.45,7.91,53.28,7.41,1.3
Nane,2024-08-09 06:00:00,4232.84,21.05,3.07,61.55,5.2,0.77
Domates,2024-08-09 12:00:00,7075.24,23.72,5.34,60.79,5.49,2.99
Biber,2024-08-09 12:00:00,5730.02,21.87,8.56,58.47,9.25,1.3
Nane,2024-08-09 12:00:00,4557.0,24.25,3.14,74.06,4.02,1.26
Domates,2024-08-09 18:00:00,6415.5,22.32,7.74,56.88,2.95,2.87
Biber,2024-08-09 18:00:00,5814.48,25.7,6.11,55.95,2.34,1.15
Nane,2024-08-09 18:00:00,3200.85,18.66,3.19,76.5,5.27,0.9
Domates,2024-08-10 00:00:00,7898.31,24.7,5.57,50.9,7.83,2.02
Biber,2024-08-10 00:00:00,6762.71,25.64,8.65,55.93,2.47,2.2
Nane,2024-08-10 00:00:00,3572.72,20.05,4.9,61.9,0.33,1.44
Domates,2024-08-10 06:00:00,5113.14,26.12,6.19,50.18,6.24,1.51
Biber,2024-08-10 06:00:00,5253.31,20.61,6.02,46.6,8.9,0.99
Nane,2024-08-10 06:00:00,5167.95,18.32,5.47,65.27,4.61,0.91
Domates,2024-08-10 12:00:00,6248.01,26.46,5.31,51.49,3.28,2.34
Biber,2024-08-10 12:00:00,6032.84,28.12,7.95,48.1,2.58,2.24
Nane,2024-08-10 12:00:00,4201.55,24.54,5.42,69.63,6.4,1.4
Domates,2024-08-10 18:00:00,6452.58,20.37,7.83,67.77,10.01,1.89
Biber,2024-08-10 18:00:00,6388.89,26.36,7.76,57.74,9.03,1.67
Nane,2024-08-10 18:00:00,5057.39,24.45,4.33,62.25,1.03,0.95
Domates,2024-08-11 00:00:00,6722.26,19.44,5.5,69.07,7.2,2.04
Biber,2024-08-11 00:00:00,6393.58,26.42,7.53,42.84,3.04,1.95
Nane,2024-08-11 00:00:00,5159.96,20.62,3.22,76.74,5.87,1.29
Domates,2024-08-11 06:00:00,5278.39,25.64,7.86,58.6,11.35,2.86
Biber,2024-08-11 06:00:00,4584.75,29.5,6.49,50.55,5.04,1.46
Nane,2024-08-11 06:00:00,3282.79,23.01,4.91,77.57,7.32,1.25
Domates,2024-08-11 12:00:00,7488.22,21.37,7.6,58.66,12.69,2.19
Biber,2024-08-11 12:00:00,4782.97,24.79,6.85,42.99,6.91,0.92
Nane,2024-08-11 12:00:00,5054.45,20.13,4.24,62.48,0.41,0.91
Domates,2024-08-11 18:00:00,7302.81,27.38,6.74,51.91,10.73,2.14
Biber,2024-08-11 18:00:00,6177.23,20.64,7.29,43.12,0.83,2.24
Nane,2024-08-11 18:00:00,4511.19,15.55,3.51,69.41,6.82,1.23
Domates,2024-08-12 00:00:00,5617.51,23.09,6.32,56.85,5.49,1.56
Biber,2024-08-12 00:00:00,5541.12,22.57,8.31,57.18,0.5,2.13
Nane,2024-08-12 00:00:00,3489.88,15.82,5.17,60.88,5.84,0.92
Domates,2024-08-12 06:00:00,6697.69,21.91,5.84,62.06,1.85,2.12
Biber,2024-08-12 06:00:00,4467.76,25.22,6.78,57.14,8.17,2.04
Nane,2024-08-12 06:00:00,4953.71,15.94,3.7,72.99,6.53,0.51
Domates,2024-08-12 12:00:00,5207.4,24.22,5.89,69.78,1.61,2.83
Biber,2024-08-12 12:00:00,6835.4,26.12,7.42,59.82,9.16,1.43
Nane,2024-08-12 12:00:00,4623.21,21.99,5.28,77.49,2.76,0.99
Domates,2024-08-12 18:00:00,6839.32,22.03,6.68,58.04,5.82,1.62
Biber,2024-08-12 18:00:00,4836.32,28.84,8.88,54.92,3.56,0.81
Nane,2024-08-12 18:00:00,4553.24,19.62,3.23,67.44,4.66,0.74
Domates,2024-08-13 00:00:00,7171.63,21.04,5.74,65.38,0.55,1.77
Biber,2024-08-13 00:00:00,4722.5,29.6,7.84,44.34,4.5,2.06
Nane,2024-08-13 00:00:00,3632.49,24.62,5.71,65.99,7.67,0.64
Domates,2024-08-13 06:00:00,5294.95,23.82,5.12,59.88,6.15,1.2
Biber,2024-08-13 06:00:00,6834.23,23.93,6.71,48.9,8.63,1.0
Nane,2024-08-13 06:00:00,5016.45,21.87,5.59,77.41,6.96,1.38
Domates,2024-08-13 12:00:00,6652.98,27.32,6.25,57.18,11.96,2.38
Biber,2024-08-13 12:00:00,5219.28,25.69,8.9,55.62,9.77,1.1
Nane,2024-08-13 12:00:00,4868.55,24.42,4.88,65.03,0.45,0.78
Domates,2024-08-13 18:00:00,5953.45,26.23,6.67,63.02,0.58,2.73
Biber,2024-08-13 18:00:00,4592.86,21.71,7.66,53.65,3.56,2.31
Nane,2024-08-13 18:00:00,3901.68,21.28,5.9,73.72,2.5,0.96
Domates,2024-08-14 00:00:00,7507.86,22.42,5.21,54.68,5.25,2.51
Biber,2024-08-14 00:00:00,6234.77,29.67,7.02,40.92,1.1,1.31
Nane,2024-08-14 00:00:00,5948.43,21.08,5.85,69.1,0.01,0.52
Domates,2024-08-14 06:00:00,6476.73,23.69,5.59,50.07,7.88,1.29
Biber,2024-08-14 06:00:00,5473.51,22.07,7.18,54.82,4.05,1.9
Nane,2024-08-14 06:00:00,3050.95,15.69,4.55,65.17,4.83,1.33
Domates,2024-08-14 12:00:00,7573.6,27.6,7.96,56.47,1.87,1.24
Biber,2024-08-14 12:00:00,4279.87,28.89,8.41,52.92,7.56,0.92
Nane,2024-08-14 12:00:00,4891.73,24.18,4.93,79.41,3.53,0.65
Domates,2024-08-14 18:00:00,5545.32,23.95,5.94,69.78,0.75,2.24
Biber,2024-08-14 18:00:00,6449.2,22.75,8.08,49.41,7.46,2.05
Nane,2024-08-14 18:00:00,5556.17,15.95,4.05,62.61,3.45,0.65
Domates,2024-08-15 00:00:00,5456.76,20.56,7.75,69.27,3.66,1.01
Biber,2024-08-15 00:00:00,4279.72,27.31,7.87,41.67,5.18,0.92
Nane,2024-08-15 00:00:00,4776.91,21.15,4.68,79.47,1.97,0.7
Domates,2024-08-15 06:00:00,7500.09,25.88,6.25,51.99,6.91,2.02
Biber,2024-08-15 06:00:00,5210.97,22.66,7.86,59.97,4.03,1.35
Nane,2024-08-15 06:00:00,3663.52,24.63,4.8,69.45,0.07,0.65
Domates,2024-08-15 12:00:00,6017.98,22.33,5.56,60.99,10.09,1.34
Biber,2024-08-15 12:00:00,5917.64,24.17,6.22,53.77,7.66,2.03
Nane,2024-08-15 12:00:00,4760.31,23.61,5.42,73.34,1.5,1.15
Domates,2024-08-15 18:00:00,6571.88,22.09,7.79,65.22,10.06,2.51
Biber,2024-08-15 18:00:00,6547.53,24.82,7.06,48.04,1.38,1.85
Nane,2024-08-15 18:00:00,4781.99,19.75,4.61,65.77,6.91,1.31
Domates,2024-08-16 00:00:00,6608.23,23.94,5.04,57.92,0.54,2.69
Biber,2024-08-16 00:00:00,4468.24,29.39,8.93,47.09,5.91,1.56
Nane,2024-08-16 00:00:00,3705.07,15.39,4.0,61.26,1.46,0.7
Domates,2024-08-16 06:00:00,5046.95,21.4,6.95,57.93,0.92,2.97
Biber,2024-08-16 06:00:00,6336.19,25.97,8.65,50.65,1.22,1.49
Nane,2024-08-16 06:00:00,3703.53,17.9,4.19,65.62,0.4,1.27
Domates,2024-08-16 12:00:00,7266.45,22.76,6.16,68.79,12.58,2.64
Biber,2024-08-16 12:00:00,6762.31,28.94,6.5,46.9,1.78,1.02
Nane,2024-08-16 12:00:00,3879.95,15.5,5.32,62.26,5.71,1.12
Domates,2024-08-16 18:00:00,5684.02,18.64,7.1,55.63,0.32,1.63
Biber,2024-08-16 18:00:00,4711.69,27.43,6.33,47.95,8.99,2.04
Nane,2024-08-16 18:00:00,3805.36,17.21,3.67,67.35,7.17,1.37
Domates,2024-08-17 00:00:00,5360.89,22.34,6.28,62.25,9.07,2.46
Biber,2024-08-17 00:00:00,5198.52,24.19,6.6,58.27,4.01,2.17
Nane,2024-08-17 00:00:00,4050.99,18.81,5.14,79.59,6.42,1.34
Domates,2024-08-17 06:00:00,5387.48,18.27,5.9,68.02,6.85,1.26
Biber,2024-08-17 06:00:00,4405.2,22.37,6.26,44.58,6.87,1.39
Nane,2024-08-17 06:00:00,3287.25,18.21,3.61,78.72,6.76,0.58
Domates,2024-08-17 12:00:00,5447.62,20.14,7.01,59.52,14.82,1.6
Biber,2024-08-17 12:00:00,4490.53,23.39,8.81,48.62,4.37,2.33
Nane,2024-08-17 12:00:00,3578.23,21.37,5.43,69.94,0.6,1.24
Domates,2024-08-17 18:00:00,7257.7,22.11,7.87,54.12,3.32,1.86
Biber,2024-08-17 18:00:00,6399.95,23.89,8.72,55.2,1.12,2.08
Nane,2024-08-17 18:00:00,5134.01,19.53,5.88,67.27,2.89,1.21
Domates,2024-08-18 00:00:00,5655.07,27.47,7.31,57.46,14.6,1.36
Biber,2024-08-18 00:00:00,6865.29,25.41,8.67,51.38,8.22,1.53
Nane,2024-08-18 00:00:00,5315.87,17.68,4.57,64.39,7.27,0.58
Domates,2024-08-18 06:00:00,5335.76,22.7,6.6,65.79,12.2,1.36
Biber,2024-08-18 06:00:00,4043.89,28.53,8.6,54.12,2.8,2.0
Nane,2024-08-18 06:00:00,4589.91,24.23,4.25,63.28,1.63,1.06
Domates,2024-08-18 12:00:00,7053.27,22.83,5.98,63.43,9.18,1.62
Biber,2024-08-18 12:00:00,5100.05,22.5,8.45,41.46,9.12,1.05
